"","Categorie","Forme","Gender","Marque","Material Fond","Material Front","Structure","Taille","Taille Temple","year"
"658","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"659","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","METAL (M)","FULL-RIM",54,130,2016
"660","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"661","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"662","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"663","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"664","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"665","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"666","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"667","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"668","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"669","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"670","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"671","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"672","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"673","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"674","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"675","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"676","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"677","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","ACETATE","POLY INJ METAL","FULL-RIM",54,130,2016
"678","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","METAL","CELLULOSE P.INJ","FULL-RIM",54,140,2016
"679","Lunettes de Soleil","AVIATNAVI","MAN","JIMMY CHOO","METAL","METAL","FULL-RIM",63,150,2017
"680","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"681","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"682","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"683","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"684","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"685","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"686","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"687","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"688","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"689","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"690","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","POLYEPOXYDIC RESIN","ACETATE","FULL-RIM",54,135,2014
"691","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"692","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"693","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"694","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"695","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"696","Lunettes de Soleil","ROUND / OVAL","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"697","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"698","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"699","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"700","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","ACETATE","FULL-RIM",50,140,2015
"701","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",51,140,2015
"702","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",51,140,2015
"703","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"704","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"705","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"706","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"707","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"708","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"709","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"710","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"711","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"712","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"713","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"714","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"715","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"716","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"717","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"718","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"719","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"720","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"721","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","LONG TIP CELL.P.INJ","ACETATE","FULL-RIM",50,140,2016
"722","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"723","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"724","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"725","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"726","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"727","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"728","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"729","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"730","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",52,140,2017
"731","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",53,140,2017
"732","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"733","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"734","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"735","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"736","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"737","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","STEEL","ACETATE","FULL-RIM",52,145,2018
"738","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"739","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"740","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"741","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"742","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"743","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"744","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","POLYAMIDE INJ","ACETATE","FULL-RIM",52,145,2018
"745","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",53,145,2018
"746","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",53,145,2018
"747","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","POLYAMIDE INJ","ACETATE","FULL-RIM",53,145,2018
"748","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",54,145,2018
"749","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","INJECTED/PROPIONATE","ACETATE","FULL-RIM",52,145,2018
"750","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"751","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"752","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"753","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"754","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"755","Lunettes Optiques","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"756","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"757","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"758","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"759","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"760","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"761","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"762","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"763","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"764","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"765","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"766","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"767","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"768","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"769","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",54,140,2018
"770","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STAINLESS STEEL","FULL-RIM",54,140,2018
"771","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","METAL (M)","FULL-RIM",53,145,2019
"772","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","METAL (M)","FULL-RIM",53,145,2019
"773","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"774","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","METAL (M)","FULL-RIM",53,145,2019
"775","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"776","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"777","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",52,145,2018
"778","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","ACETATE","ACETATE METAL","FULL-RIM",52,140,2019
"779","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"780","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"781","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"782","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"783","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"784","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","METAL (M)","FULL-RIM",53,145,2019
"785","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"786","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","METAL (M)","FULL-RIM",53,145,2019
"787","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"788","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"789","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"790","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"791","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"792","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","LONG TIP ACETATE","ACETATE","FULL-RIM",53,145,2019
"793","Lunettes Optiques","ROUND / OVAL","WOMAN","JIMMY CHOO","STEEL","ACETATE","FULL-RIM",53,140,2013
"794","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","STAINLESS STEEL","ACETATE","FULL-RIM",52,140,2013
"795","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"796","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"797","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"798","Lunettes de Soleil","AVIATNAVI","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",54,150,2016
"799","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"800","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"801","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","ACETATE","FULL-RIM",59,140,2018
"802","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"803","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"804","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"805","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"806","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"807","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"808","Lunettes de Soleil","CAT-EYE","MAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"809","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"810","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"811","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"812","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"813","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"814","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"815","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",50,140,2018
"816","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",58,140,2016
"817","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"818","Lunettes de Soleil","ROUND / OVAL","WOMAN","JIMMY CHOO","CELLULOSE P.INJ","CELLULOSE P.INJ","FULL-RIM",64,145,2016
"819","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"820","Lunettes de Soleil","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",57,140,2016
"821","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"822","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"823","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"824","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"825","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"826","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"827","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"828","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"829","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"830","Lunettes de Soleil","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"831","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"832","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"833","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"834","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"835","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"836","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"837","Lunettes de Soleil","SQUARE","WOMAN","JIMMY CHOO","METAL","STEEL","FULL-RIM",61,140,2017
"838","Lunettes de Soleil","AVIATNAVI","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",57,140,2015
"839","Lunettes de Soleil","AVIATNAVI","WOMAN","JIMMY CHOO","STEEL","METAL","FULL-RIM",59,145,2018
"840","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"841","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"842","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","METAL","FULL-RIM",51,140,2015
"843","Lunettes Optiques","CAT-EYE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"844","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"845","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"846","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","METAL","STEEL","FULL-RIM",51,140,2015
"847","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"848","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"849","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"850","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"851","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"852","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"853","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
"854","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","MAX MARA","ACETATE","ACETATE","FULL-RIM",51,140,2015
