"","Categorie","Forme","Gender","Marque","Material Fond","Material Front","Structure","Taille","Taille Temple","year"
"210","Lunettes Optiques","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",47,145,2017
"211","Lunettes Optiques","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",47,145,2017
"212","Lunettes Optiques","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",47,145,2017
"213","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"214","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","METAL","FULL-RIM",61,145,2017
"215","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"216","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",61,145,2017
"217","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",61,145,2017
"218","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"219","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",61,145,2017
"220","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","METAL","FULL-RIM",61,145,2017
"221","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","METAL","FULL-RIM",61,145,2017
"222","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"223","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",61,145,2017
"224","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"225","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",47,145,2017
"226","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",61,145,2017
"227","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"228","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"229","Lunettes de Soleil","SQUARE","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"230","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"231","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"232","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"233","Lunettes de Soleil","AVIATOR / NAVIGATOR","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",49,145,2018
"234","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"235","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",99,145,2018
"236","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"237","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"238","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"239","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"240","Lunettes Optiques","PANTHOS ( TEA CUP )","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"241","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"242","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"243","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"244","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"245","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"246","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"247","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"248","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"249","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","RIMLESS",99,145,2018
"250","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE METAL","FULL-RIM",49,145,2016
"251","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"252","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"253","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"254","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"255","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","METAL","OPTYL","FULL-RIM",51,145,2017
"256","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"257","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"258","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"259","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"260","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"261","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"262","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"263","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"264","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"265","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"266","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"267","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"268","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"269","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"270","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",47,145,2017
"271","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","RUBBER","ACETATE","FULL-RIM",55,140,2014
"272","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","ACETATE","OPTYL","FULL-RIM",63,145,2017
"273","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","ACETATE","FULL-RIM",57,140,2017
"274","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"275","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"276","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"277","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"278","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","METAL (M)","FULL-RIM",55,145,2016
"279","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"280","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"281","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"282","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"283","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"284","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"285","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"286","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"287","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"288","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"289","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"290","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"291","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"292","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"293","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",55,145,2016
"294","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",99,145,2016
"295","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"296","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"297","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"298","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"299","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"300","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",63,140,2016
"301","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","ACETATE","METAL","RIMLESS",53,145,2014
"302","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"303","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"304","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"305","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"306","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"307","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"308","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"309","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"310","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"311","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"312","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"313","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","ACETATE","METAL","FULL-RIM",52,145,2017
"314","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"315","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2017
"316","Lunettes de Soleil","CAT-EYE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",52,145,2017
"317","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2015
"318","Lunettes de Soleil","MULTISHAPE","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"319","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"320","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"321","Lunettes de Soleil","SQUARE","WOMAN","DIOR","METAL","METAL","FULL-RIM",59,145,2018
"322","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"323","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"324","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"325","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"326","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"327","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"328","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"329","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"330","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"331","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"332","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"333","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"334","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"335","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"336","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"337","Lunettes Optiques","AVIATNAVI","WOMAN","DIOR","METAL","METAL","FULL-RIM",56,145,2018
"338","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",51,145,2018
"339","Lunettes Optiques","NAVIGATOR","WOMAN","DIOR","METAL","METAL","FULL-RIM",54,145,2017
"340","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",60,145,2016
"341","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"342","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"343","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"344","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"345","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"346","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"347","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"348","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"349","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"350","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"351","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"352","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"353","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"354","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","METAL","METAL","FULL-RIM",57,145,2017
"355","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"356","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"357","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"358","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"359","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",53,145,2017
"360","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",51,145,2017
"361","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",51,145,2017
"362","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",51,145,2017
"363","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"364","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"365","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"366","Lunettes de Soleil","SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",54,145,2016
"367","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"368","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"369","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"370","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"371","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"372","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"373","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"374","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"375","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"376","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"377","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"378","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"379","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"380","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"381","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"382","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"383","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",49,145,2016
"384","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"385","Lunettes Optiques","CAT-EYE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"386","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"387","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"388","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"389","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"390","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"391","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"392","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"393","Lunettes Optiques","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"394","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"395","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"396","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"397","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"398","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"399","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"400","Lunettes Optiques","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"401","Lunettes Optiques","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"402","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"403","Lunettes de Soleil","SQUARE","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",59,145,2018
"404","Lunettes de Soleil","ROUND / OVAL","WOMAN","DIOR","POLYAMIDE INJ","POLYAMIDE INJ","FULL-RIM",52,145,2018
"405","Lunettes Optiques","CAT-EYE","WOMAN","DIOR","METAL","METAL (M)","RIMLESS",59,145,2018
"406","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"407","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"408","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"409","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","DIOR","OPTYL","ACETATE","FULL-RIM",54,145,2014
"410","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"411","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","ACETATE","ACETATE","FULL-RIM",52,145,2014
"412","Lunettes Optiques","ROUND / OVAL","WOMAN","DIOR","ACETATE METAL","ACETATE","FULL-RIM",52,150,2015
"413","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"414","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"415","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR","OPTYL","ACETATE","FULL-RIM",54,145,2014
"416","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"417","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"418","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"419","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","DIOR","OPTYL","ACETATE","FULL-RIM",54,145,2014
"420","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"421","Lunettes de Soleil","MULTISHAPE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"422","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR","OPTYL","ACETATE","FULL-RIM",54,145,2014
"423","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"424","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR","OPTYL","ACETATE","FULL-RIM",54,145,2014
"425","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"426","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"427","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,145,2014
"428","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","ALLUMINIUM","ACETATE","FULL-RIM",50,150,2016
"429","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"430","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"431","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"432","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"433","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"434","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
